He,C,N,O,Ne,Mg,Si,S,Ca,Fe
0.022819782943250735,0.002656544345152592,0.00024044649853036522,0.006131293369850238,0.0013741853356015333,0.0008732580908791561,0.0003311934828757479,0.00023018521450541708,1.8340006625085667e-05,0.0002128704300603606
0.022955523367356366,0.002662765139296326,0.0002405927299883834,0.006165602418409117,0.0013808345511461355,0.0008752694424931748,0.00033428966833605326,0.0002321222781684093,1.8554686452051434e-05,0.00021679514917231053
0.02309151953949388,0.0026689290987274555,0.00024074560965043297,0.0061989032142893506,0.0013872619447253306,0.0008772222573850048,0.0003373152305555264,0.00023401150777800699,1.8765161942695596e-05,0.00022066540770626173
0.023227771941517202,0.00267503674270196,0.00024090543976759885,0.006231225387384703,0.0013934749164578252,0.0008791182391592375,0.0003402717804331944,0.00023585408455334493,1.8971515435653104e-05,0.00022448196137350742
0.023364281056188117,0.002681088585731768,0.00024107253633237922,0.006262597696844312,0.0013994806195897647,0.0008809590418401582,0.0003431608921238676,0.0002376511605444088,1.9173827657021227e-05,0.0002282455553988648
0.023501047367177973,0.002687085137628101,0.00024124722970341904,0.006293048056661579,0.0014052859687305541,0.0008827462713146907,0.0003459841038762659,0.00023940385935234082,1.9372177751939815e-05,0.00023195692466618806
0.0236380713590694,0.0026930269035444166,0.00024142986525864642,0.006322603560511074,0.001410897647813929,0.0008844814867333469,0.0003487429188520285,0.00024111327683195877,1.956664331555312e-05,0.00023561679386186287
0.023775353517358037,0.0026989143840189683,0.00024162080407810294,0.006351290505855548,0.001416322117793439,0.0008861662018704057,0.00035143880592604154,0.00024278048177692657,1.9757300423365263e-05,0.00023922587761630976
0.02391289432845424,0.002704748075016967,0.00024182042365781758,0.006379134417344504,0.001421565624081206,0.0008878018864445048,0.00035407320046851033,0.0002444065165880052,1.9944223661001165e-05,0.00024278488064352326
0.02405069427968481,0.0027105284679723634,0.00024202911865613632,0.006406160069525146,0.0014266342037385195,0.0008893899674008004,0.00035664750510919354,0.00024599239792480183,2.01274861533847e-05,0.0002462944978786756
0.02418875385929472,0.0027162560498292456,0.00024224730167398211,0.00643239150888591,0.0014315336924265501,0.0008909318301558108,0.00035916309048420446,0.0002475391173414246,2.0307159593345345e-05,0.00024975541461381035
0.024327073556448833,0.0027219313030828604,0.00024247540407058867,0.006457852075252197,0.001436269731125183,0.0008924288198060324,0.00036162129596577843,0.0002490476419064405,2.048331426966466e-05,0.00025316830663165335
0.02446565386123366,0.002727554705820259,0.00024271387681632008,0.006482564422553341,0.0014408477726277063,0.0008938822423013798,0.00036402343037539433,0.0002505189148075237,2.0656019094573447e-05,0.0002565338403375669
0.024604495264659076,0.0027331267317605716,0.00024296319138426286,0.006506550538979291,0.0014452730878188333,0.0008952933655844761,0.00036637077268063007,0.0002519538559411731,2.0825341630710423e-05,0.00025985267288967305
0.02474359825866006,0.002738647850294912,0.00024322384068235287,0.006529831766544937,0.0014495507717432858,0.0008966634206967857,0.00036866457267612244,0.00025335336248786676,2.0991348117552925e-05,0.00026312545232717063
0.024882963336098456,0.002744118526525922,0.00024349634002788018,0.006552428820079498,0.0014536857494719252,0.0008979936028525552,0.00037090605164899547,0.000254718309473014,2.1154103497329997e-05,0.00026635281769687275
0.025022590990764697,0.0027495392213069503,0.00024378122816629807,0.006574361805657857,0.001457682781772186,0.0008992850724814995,0.0003730964030291092,0.00025604955031405474,2.1313671440427964e-05,0.00026953539917798727
0.02516248171737957,0.002754910391280876,0.00024407906833635122,0.006595650238490251,0.0014615464705893407,0.0009005389562411419,0.00037523679302447783,0.00025734791735404917,2.1470114370298503e-05,0.0002726738182051668
0.02530263601159596,0.0027602324889185745,0.00024439044938362795,0.006616313060286226,0.0014652812643449061,0.0009017563479996924,0.00037732836124219264,0.00025861422238209045,2.162349348787885e-05,0.00027576868758985026
0.025443054370000617,0.0027655059625570372,0.0002447159869247388,0.006636368656108318,0.0014688914630582907,0.0009029383097903206,0.0003793722212951834,0.0002598492571408668,2.1773868795533816e-05,0.00027882061163992186
0.025583737290115895,0.0027707312564371374,0.0002450563245644229,0.00665583487073044,0.0014723812232975814,0.0009040858727376569,0.0003813694613951383,0.0002610537938216893,2.1921299120528872e-05,0.0002818301862777084
0.025724685270401542,0.002775908810741054,0.000245412135167988,0.006674729024515545,0.001475754562965169,0.0009052000379573288,0.00038332114493190046,0.00026222858554729586,2.2065842138043558e-05,0.0002847979991563399
0.025865898810256447,0.0027810390616293517,0.00024578412219160035,0.006693067928826684,0.0014790153659237223,0.0009062817774293185,0.0003852283110396481,0.0002633743668427324,2.2207554393734177e-05,0.0002877246297744957
0.02600737841002041,0.0027861224412777264,0.0002461730210730544,0.006710867900985176,0.0014821673864678358,0.0009073320348459027,0.00038709197515016027,0.00026449185409460624,2.2346491325854634e-05,0.0002906106495895578
0.02614912457097593,0.0027911593779134086,0.00024657960068577193,0.00672814477878919,0.0014852142536465021,0.0009083517264349147,0.0003889131295334632,0.00026558174599899866,2.2482707286944032e-05,0.00029345662212919434
0.026291137795349955,0.002796150295851239,0.00024700466485890463,0.006744913934605676,0.0014881594754413826,0.0009093417417590468,0.0003906927438261438,0.0002666447239983166,2.2616255565089556e-05,0.0002962631031013949
0.02643341858631569,0.0028010956155294147,0.0002474490539665467,0.006761190289048157,0.0014910064428056888,0.0009103029444918909,0.00039243176554761325,0.0002676814527073567,2.2747188404772924e-05,0.00029903064050297833
0.026575967447994366,0.002805995753544903,0.0002479136465891982,0.006776988324252579,0.0014937584335683247,0.0009112361731713933,0.00039413112060459433,0.000268692580328848,2.2875557027308587e-05,0.0003017597747265956
0.026718784885457016,0.0028108511226885404,0.00024839936125076466,0.00679232209676301,0.0014964186162077834,0.000912142241931382,0.00039579171378410153,0.0002696787390587333,2.3001411650881655e-05,0.00030445103866624736
0.02686187140472629,0.0028156621319798034,0.00024890715823452697,0.006807205250038668,0.0014989900535001455,0.0009130219412118039,0.0003974144292351767,0.0002706405454814425,2.312480151019341e-05,0.00030710495782133754
0.027005227512778222,0.0028204291867012657,0.00024943804148167144,0.006821651026593397,0.0015014757060453766,0.0009138760384482924,0.0003990001309396361,0.00027157860095540487,2.3245774875722054e-05,0.00030972205039928285
0.027148853717544046,0.0028251526884327397,0.0002499930605761342,0.006835672279778397,0.0015038784356759865,0.0009147052787416656,0.0004005496631720797,0.0002724934919890415,2.3364379072606267e-05,0.0003123028274166987
0.02729275052791198,0.0028298330350851044,0.00025057331281968327,0.006849281485218689,0.001506201008751973,0.0009155103855079407,0.0004020638509494084,0.00027338579060747295,2.3480660499158946e-05,0.00031484779279918095
0.027436918453729038,0.0028344706209338273,0.00025117994540134193,0.006862490751913496,0.0015084460993458441,0.0009162920611094302,0.0004035435004700873,0.00027425605471017146,2.3594664645018352e-05,0.0003173574434797027
0.02758135800580284,0.0028390658366521777,0.00025181415766544103,0.006875311833010409,0.0015106162923213858,0.0009170509874674721,0.00040498939954338966,0.0002751048284197811,2.3706436108943808e-05,0.00031983226949564665
0.027726069695903414,0.002843619069344137,0.00025247720348278555,0.0068877561362629324,0.001512714086309721,0.0009177878266573269,0.0004064023180088499,0.0002759326424223243,2.3816018616262845e-05,0.00032227275408448964
0.027871054036765,0.0028481307025770095,0.0002531703937296228,0.006899834734180703,0.0015147418965860842,0.0009185032214857614,0.00040778300814614884,0.0002767400142990071,2.3923455035976694e-05,0.0003246793737781606
0.02801631154208791,0.0028526011164137343,0.0002538950988793133,0.006911558373881432,0.0015167020578506268,0.0009191977960518233,0.0004091322050756504,0.00027752744884983107,2.4028787397530777e-05,0.000327052598496089
0.02816184272654029,0.0028570306874449,0.0002546527517118281,0.006922937486653311,0.0015185968269164508,0.0009198721562912953,0.00041045062714980044,0.00027829543840921336,2.413205690725671e-05,0.0003293928916369611
0.02830764810575997,0.002861419788820472,0.00025544485014643,0.006933982197236416,0.0015204283853079697,0.0009205268905053037,0.0004117389763355997,0.00027904446315381347,2.4233303964492387e-05,0.0003317007101692045
0.028453728196356307,0.002865768790281225,0.0002562729602031379,0.006944702332831346,0.001522198841772586,0.0009211625698735428,0.0004129979385883514,0.00027977499140275806,2.433256817738629e-05,0.00033397650472021586
0.02860008351591199,0.00287007805818989,0.00025713871909883047,0.006955107431843129,0.0015239102347085782,0.0009217797489525632,0.0004142281842168845,0.0002804874799104521,2.4429888378392333e-05,0.0003362207196643511
0.02874671458298488,0.0028743479555620177,0.00025804383848410946,0.006965206752368161,0.0015255645345119894,0.0009223789661595582,0.0004154303682404458,0.00028118237415215933,2.452530263946122e-05,0.00033843379320969456
0.028893621917109858,0.0028785788420965597,0.0002589901078273225,0.00697500928043174,0.0015271636458452265,0.0009229607442420699,0.00041660513073745153,0.0002818601086025306,2.4618848286934312e-05,0.0003406161574836238
0.029040806038800663,0.0028827710742061687,0.00025997939795243546,0.0069845237379835235,0.0015287094098299736,0.0009235255907340262,0.00041775309718628434,0.0002825211070072542,2.4710561916145798e-05,0.0003427682386171877
0.029188267469551717,0.0028869250050472233,0.00026101366473774937,0.0069937585906580104,0.0015302036061669506,0.0009240739983985052,0.0004188748787983163,0.0002831657826479977,2.4800479405738906e-05,0.00034489045682831285
0.02933600673184,0.0028910409845495783,0.0002620949529827739,0.0070027220553069746,0.0015316479551849543,0.0009246064456576141,0.0004199710728433361,0.00028379453860080813,2.488863593170172e-05,0.00034698322650385607
0.029484024349126888,0.0028951193594460426,0.0002632254004509032,0.007011422107310533,0.0015330441198215436,0.0009251233970098565,0.00042104226296755317,0.00028440776798813004,2.4975065981128148e-05,0.00034904695628051803
0.029632320845860004,0.0028991604733015885,0.00026440724209588547,0.0070198664876733605,0.0015343937075376463,0.0009256253034353539,0.000422089019504348,0.0002850058542246011,2.505980336570936e-05,0.00035108204912463417
0.029780896747475083,0.002903164666542294,0.0002656428144804439,0.007028062709912371,0.0015356982721682938,0.0009261126027892736,0.00042311189977793493,0.00028558917125677785,2.514288123496103e-05,0.0003530889024108583
0.02992975258039783,0.0029071322764840208,0.0002669345603957828,0.0070360180667419815,0.0015369593157116145,0.0009265857201838061,0.00042411144840009783,0.0002861580837969411,2.522433208919153e-05,0.00035506790799975463
0.03007888887204579,0.0029110636373608284,0.0002682850336911141,0.007043739636562918,0.0015381782900581453,0.0009270450683590269,0.0004250881975601576,0.00028671294755112855,2.5304187792216124e-05,0.00035701945231431266
0.030228306150830213,0.0029149590803531317,0.0002696969043227501,0.00705123428976033,0.0015393565986624523,0.0009274910480429639,0.0004260426673083256,0.00028725410944153545,2.5382479583822218e-05,0.0003589439164154008
0.030378004946157923,0.0029188189336156,0.0002711729636327472,0.007058508694816823,0.001540495598158984,0.0009279240483011861,0.00042697536583259367,0.0002877819078234241,2.5459238091990433e-05,0.0003608416760761727
0.03052794559155698,0.002922634022150858,0.00027269144047425926,0.007065602884909183,0.0015416106993418925,0.0009283491076787134,0.00042788980088352213,0.0002882980732650623,2.5534647548769234e-05,0.0003627087839116913
0.03067807224816393,0.00292639166553322,0.0002742195112798871,0.0070725682535271815,0.0015427223616861774,0.0009287729584446102,0.0004287905382888956,0.0002888048165791935,2.5608946914549158e-05,0.0003645397417807556
0.03082836933173006,0.0029300890632994506,0.0002757476847334697,0.007079420180060323,0.00154383622111509,0.000929197459547689,0.0004296789546119038,0.00028930285234568195,2.5682212428145443e-05,0.0003663335904920757
0.030978837035727663,0.0029337271813566074,0.00027727596084190236,0.007086160512093038,0.0015449522819709388,0.0009296226119857974,0.0004305552183912016,0.000289792330189365,2.5754458475284353e-05,0.0003680910821599474
0.031129475553848658,0.0029373069701255352,0.0002788043396120809,0.007092791067118913,0.0015460705486046145,0.000930048416758314,0.0004314194958600231,0.00029027339716402396,2.5825699241519315e-05,0.00036981295365510005
0.03128028508000486,0.002940829364789153,0.00028033282105090174,0.007099313633030765,0.0015471910253756068,0.0009304748748661508,0.0004322719509777174,0.0002907461977965638,2.589594871501627e-05,0.00037149992691364736
0.03143126580832822,0.002944295285536762,0.00028186140516526153,0.00710572996860274,0.0015483137166520215,0.0009309019873117556,0.00043311274546085253,0.0002912108741304329,2.5965220689300255e-05,0.00037315270923977647
0.03158241793317104,0.0029477056378044344,0.00028339009196205744,0.007112041803964554,0.0015494386268105976,0.0009313297550991143,0.0004339420388138945,0.0002916675657682975,2.6033528765963757e-05,0.00037477199360230214
0.0317337416491063,0.0029510613125115492,0.0002849188814481872,0.007118250841068014,0.001550565760236724,0.000931758179233753,0.0004347599883594663,0.00029211640991398246,2.6100886357337415e-05,0.0003763584589252109
0.03188523715092783,0.0029543631862935377,0.00028644777363054906,0.007124358754145941,0.001551695121324457,0.0009321872607227412,0.0004355667492681929,0.0002925575414136911,2.6167306689123518e-05,0.000377912770372316
0.03203690463365061,0.0029576121217308932,0.00028797676851604145,0.007130367190163616,0.0015528267144765376,0.000932617000574693,0.0004363624745881384,0.0002929910927965174,2.62328028029929e-05,0.00037943557962614354
0.03218874429251099,0.002960808967574512,0.0002895058661115635,0.007136277769262876,0.0015539605441044079,0.0009330473997997705,0.0004371473152738401,0.0002934171943142616,2.6297387559145654e-05,0.00038092752516116594
0.032340756322966985,0.002963954558967421,0.00029103506642401476,0.007142092085198978,0.0015550966146282287,0.0009334784594096857,0.00043792142021494587,0.00029383597398056156,2.636107363883627e-05,0.000382389232511498
0.03249294092069847,0.00296704971766295,0.00029256436946029524,0.007147811705770342,0.0015562349304768974,0.0009339101804177026,0.00043868493626445925,0.0002942475576093521,2.6423873546863586e-05,0.00038382131453316694
0.03264529828160746,0.0029700952522394076,0.0002940937752273054,0.007153438173241304,0.001557375496088064,0.0009343425638386402,0.0004394380082665986,0.00029465206885266316,2.6485799614026113e-05,0.000385224371661067
0.03279782860181839,0.0029730919583113107,0.00029562328373194615,0.007158973004757976,0.0015585183159081495,0.0009347756106888745,0.00044018077908427515,0.00029504962923776863,2.6546863999543205e-05,0.0003865989921607064
0.032950532077678306,0.0029760406187372343,0.00029715289498111885,0.007164417692757339,0.0015596633943923627,0.000935209321986341,0.0004409133896261949,0.0002954403582036967,2.6607078693442517e-05,0.0003879457523748518
0.03310340890575718,0.0029789420038243233,0.0002986826089817254,0.007169773705369665,0.0015608107360047174,0.0009356436987505371,0.00044163597887358994,0.0002958243731371129,2.6666455518914267e-05,0.0003892652169651739
0.033256459282848115,0.0029817968715295266,0.00030021242574066804,0.007175042486814399,0.0015619603452180502,0.0009360787420025244,0.0004423486839065843,0.00029620178940758667,2.6725006134632714e-05,0.0003905579391489952
0.03340968340596762,0.002984605967657608,0.0003017423452648496,0.0071802254577895755,0.0015631122265140377,0.0009365144527649313,0.000443051639930199,0.00029657272040225184,2.6782742037045357e-05,0.0003918244609312401
0.03356308147235588,0.0029873700260559777,0.00030327236756117333,0.007185324015854908,0.0015642663843832146,0.000936950832061955,0.00044374498030000115,0.0002969372775598714,2.6839674562630253e-05,0.0003930653133316833
0.03371665367947696,0.0029900897688064027,0.0003048024926365429,0.007190339535808632,0.00156542282332499,0.0009373878809193645,0.00044442883654740255,0.0002972955704043171,2.6895814890121963e-05,0.0003942810166075926
0.03387040022501911,0.0029927659064136448,0.0003063327204978625,0.00719527337005821,0.0015665815478476657,0.0009378256003645026,0.00044510333840461214,0.0002976477065774736,2.695117404270648e-05,0.0003954720804718594
0.034024321306895006,0.0029953991379910714,0.00030786305115203683,0.007200126848985003,0.0015677425624684542,0.0009382639914262882,0.000445768613829247,0.00029799379187157756,2.7005762890185655e-05,0.00039663900430670805
0.03417841712324198,0.0029979901514432914,0.0003093934846059709,0.0072049012813030005,0.0015689058717134952,0.0009387030551352192,0.0004464247890286069,0.0002983339302610005,2.7059592151111483e-05,0.00039778227737307395
0.03433268787242231,0.0030005396236458632,0.00031092402086657026,0.007209597954411705,0.0015700714801178744,0.0009391427925233746,0.0004470719884836165,0.000298668223933486,2.7112672394890696e-05,0.00039890237901573787
0.034487133753023445,0.0030030482206221234,0.000312454659940741,0.007214218134743277,0.00157123939222564,0.0009395832046244168,0.0004477103349724405,0.00029899677332084984,2.716501404386007e-05,0.00039999977886430286
0.034641754963858296,0.0030055165977171754,0.00031398540183538953,0.007218763068104017,0.0015724096125898216,0.0009400242924735944,0.0004483399495937752,0.00029931967712915286,2.721662737533287e-05,0.0004010749370300979
0.034796551703965437,0.0030079453997690943,0.00031551624655742287,0.007223233980010293,0.001573582145772447,0.0009404660571077444,0.00044896095178982196,0.00029963703236835507,2.726752252361678e-05,0.0004021283042990904
0.034951524172609424,0.003010335261277383,0.0003170471941137484,0.007227632076018994,0.0015747569963445607,0.0009409084995652944,0.00044957345936894613,0.0002999489343814604,2.7317709482003813e-05,0.00040316032232088933
0.03510667256928102,0.0030126868065687277,0.000318578244511274,0.007231958542052601,0.0015759341688862411,0.0009413516208862657,0.00045017758852802613,0.0003002554768731606,2.7367198104732472e-05,0.00040417142379391727
0.03526199709369743,0.003015000649960099,0.00032010939775690804,0.007236214544718964,0.0015771136679866187,0.0009417954221122752,0.00045077345387449676,0.0003005567519379869,2.741599810892265e-05,0.00040516203264682983
0.03541749794580261,0.003017277395919234,0.0003216406538575593,0.007240401231625873,0.0015782954982438942,0.0009422399042865381,0.000451361168448091,0.00030085285008797804,2.7464119076483594e-05,0.0004061325642162578
0.03557317532576749,0.003019517639222549,0.00032317201282013703,0.007244519731690503,0.0015794796642653558,0.0009426850684538701,0.0004519408437422845,0.00030114386027987265,2.7511570455995305e-05,0.000407083425420947
0.03572902943399023,0.003021721965110516,0.00032470347465155105,0.007248571155443822,0.0015806661706673976,0.0009431309156606901,0.00045251258972544656,0.00030142986994183464,2.755836156456379e-05,0.00040801501493236905
0.035885060471096485,0.003023890949440554,0.0003262350393587115,0.007252556595330038,0.0015818550220755379,0.0009435774469550226,0.00045307651486170195,0.00030171096499971925,2.7604501589650462e-05,0.0004089277233418737
0.03604126863793967,0.0030260251588374635,0.000327766706948529,0.0072564771260011695,0.0015830462231244363,0.0009440246633865,0.00045363272613150723,0.00030198722990288756,2.764999959087612e-05,0.0004098219333244538
0.03619765413560122,0.003028125150841452,0.0003292984774279148,0.007260333804606822,0.0015842397784579128,0.0009444725660063655,0.00045418132905194585,0.0003022587476495779,2.7694864501799797e-05,0.00041069801979919096
0.03635421716539083,0.003030191474053787,0.00033083035080378045,0.007264127671079242,0.0015854356927289652,0.000944921155867475,0.00045472242769674517,0.0003025255998118407,2.7739105131672885e-05,0.00041155635008644946
0.036510957928846725,0.0030322246682801092,0.00033236232708303795,0.0072678597484137275,0.0015866339705997872,0.0009453704340243,0.0004552561247160202,0.00030278786656004535,2.7782730167168826e-05,0.0004123972840618841
0.036667876627735935,0.0030342252646714547,0.00033389440627259987,0.007271531042944474,0.0015878346167417874,0.0009458204015329297,0.00045578252135574694,0.00030304562668696577,2.7825748174088745e-05,0.00041322117430732684
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
0.03674674221337899,0.0030352220114565564,0.00033466399955110174,0.007273359934124134,0.0015884383025092283,0.0009460465954312306,0.00045604510253950865,0.0003031739731036966,2.7847204149327908e-05,0.00041363076045168893
